Kaupunki;Puolue;Sukunimi;Etunimi;Vasemmisto;Liberaali;Vihreys
Vantaa;RKP;Aura;Per-Erik;3,75;3;4,5
Vantaa;RKP;Eklöf;Jan-Erik;3;3,25;4,5
Vantaa;RKP;Mikkonen;Pia;2,75;4,25;4,5
Vantaa;KD;Putkonen;Aili;2,75;4,5;4,5
Vantaa;PS;Lahti;Jari;1,5;5;4,5
Vantaa;PS;Lauren;Leena;1,5;4,25;4,5
Vantaa;PS;Leikkainen;Christian;2;4,75;4,5
Vantaa;PS;Länsiharju;Ulla;1;3,5;4,5
Vantaa;PS;Niikko;Mika;1,25;4,5;4,5
Vantaa;PS;Parkkima;Marja;3;4,5;4,5
Vantaa;PS;Teliranta;Seppo;1,25;4,5;4,5
Vantaa;PS;Tervo;Mikko;3,25;4;4,5
Vantaa;PIR;Kantola;Roni;1,75;1,75;4,5
Vantaa;SKP;Kovanen;Juha;3;2;4,5
Vantaa;SKP;Nevalainen;Lasse;1,25;2;4,5
Vantaa;YLPV;Laakso;Vesa Matti;2,25;3;4,5
Vantaa;KD;Kontoniemi;Ismo;1,25;3,75;5
Vantaa;VAS;Aaltonen;Kalle;2;1,5;5
Vantaa;VAS;Bäckström;Arto;1,25;2;5
Vantaa;VAS;Ervasti;Tauno;1;1,25;5
Vantaa;VAS;Faraj;Mohamad;1;1,75;5
Vantaa;VAS;Fredlund;Maarit;1;1,5;5
Vantaa;VAS;Hauta-aho;Taru;1;1,25;5
Vantaa;VAS;Hohenthal;Kimmo;1;3;5
Vantaa;VAS;Holopainen;Matti;1;1,75;5
Vantaa;VAS;Karinen;Ville;1,5;1,75;5
Vantaa;VAS;Kivimäki;Kaarlo;2;1,25;5
Vantaa;VAS;Kotila;Pirkko;1,5;1,5;5
Vantaa;VAS;Kuula;Jani;1,75;2,25;5
Vantaa;VAS;Laakso;Laura;1,75;2;5
Vantaa;VAS;Oksman;Pertti;1;3,25;5
Vantaa;VAS;Peltosalo;Jani;1;2;5
Vantaa;VAS;Ravela;Reko;1;1,5;5
Vantaa;VAS;Räsänen;Merja;1,5;2,75;5
Vantaa;VAS;Sillanpää;Minttu;1;1,5;5
Vantaa;VAS;Tyystjärvi;Kati;1,75;1;5
Vantaa;VAS;Virtala;Pasi;2,75;3,25;5
Vantaa;VAS;Ylikoski;Esa;1,25;1,75;5
Vantaa;VIHR;Aula;Pippa;1,5;2,25;5
Vantaa;VIHR;Aura;Anssi;1,75;2,75;5
Vantaa;VIHR;da Costa Sousa Campos;Luis;1,5;2,25;5
Vantaa;VIHR;Fågel;Riina;1,5;2,25;5
Vantaa;VIHR;Lilja;Hannele;2;2,75;5
Vantaa;VIHR;Häggblom;Laura;2,5;2;5
Vantaa;VIHR;Häggblom;Ida;2;2,25;5
Vantaa;VIHR;Joutsenlahti;Juhani;2,75;3,25;5
Vantaa;VIHR;Juurikkala;Timo;2,5;2,25;5
Vantaa;VIHR;Jyrkänkoski;Jari;1,5;2,75;5
Vantaa;VIHR;Järveläinen;Sari;2,75;2,5;5
Vantaa;VIHR;Jääskeläinen;Kimmo;1,75;2;5
Vantaa;VIHR;Korkeakangas;Mika;1,75;2,5;5
Vantaa;VIHR;Kostilainen;Anniina;2,5;2;5
Vantaa;VIHR;Kulusjärvi-Touray;Taina;2,25;3,75;5
Vantaa;VIHR;Kuusela;Minna;1,5;1,25;5
Vantaa;VIHR;Lappalainen;Annika;1,5;1,5;5
Vantaa;VIHR;Huttunen;Liisa;1,75;1,25;5
Vantaa;VIHR;Lind;Tuula;2;2;5
Vantaa;VIHR;Mannola;Max;2;3;5
Vantaa;VIHR;Mikonranta;Sirpa;1,25;2,5;5
Vantaa;VIHR;Männikkö;Ari;3,5;3,5;5
Vantaa;VIHR;Nappar;Pekka;1,75;2,75;5
Vantaa;VIHR;Pitkänen;Tuuli;2,5;2,25;5
Vantaa;VIHR;Puttonen;Talvikki;2,25;2,75;5
Vantaa;VIHR;Ranta;Juhis;1,25;1,25;5
Vantaa;VIHR;Remes-Sievänen;Minna;1,25;1,25;5
Vantaa;VIHR;Rinne;Tuomas;2;1,75;5
Vantaa;VIHR;Robson;Jari;1,25;1;5
Vantaa;VIHR;Tarpio;Jari;2,5;2,75;5
Vantaa;VIHR;Temmes;Hanna;2,25;3;5
Vantaa;VIHR;Touray;Lamin;2;3;5
Vantaa;VIHR;Tuokko;Marko;3,25;3,25;5
Vantaa;VIHR;Tuomaala;Timo;2,25;2,5;5
Vantaa;VIHR;Tuppurainen;Stiina;1,5;2,25;5
Vantaa;VIHR;Untamala;Eero;2;2,5;5
Vantaa;VIHR;Valtanen;Hanna;1,75;1,75;5
Vantaa;VIHR;Vauhkonen;Jouni;1,25;1,5;5
Vantaa;VIHR;Vihma;Anu;2;2,5;5
Vantaa;VIHR;Vihunen;Jenni;1,25;2,25;5
Vantaa;VIHR;Åstrand;Riikka;1,25;2;5
Vantaa;KOK;Hakulinen;Teija;2,5;3;5
Vantaa;KOK;Koivunen;Janne;3;2,25;5
Vantaa;KOK;Laakso;Pekka;2,25;4;5
Vantaa;KOK;Laine;Klaus;4;4,25;5
Vantaa;KOK;Lehmuskallio;Paula;3,75;4,5;5
Vantaa;KOK;Orlando;Carita;4,25;3;5
Vantaa;KOK;Pusa;Petra;4,25;2,5;5
Vantaa;KESK;Häkkinen;Aimo;1,75;4;5
Vantaa;KESK;Merta-Junkkari;Sylvi;3,5;2;5
Vantaa;KESK;Mäkelä;Toivo;3,75;3,25;5
Vantaa;KESK;Mäntyniemi;Darja;1,75;2,75;5
Vantaa;SDP;Eklund;Tarja;1,5;4;5
Vantaa;SDP;Penttinen;Hannu;2,25;3,5;5
Vantaa;SDP;Tamminen;Risto;1;1,75;5
Vantaa;SDP;Stark;Seppo;1,5;3;5
Vantaa;SDP;Eronen;Janne;1,75;3;5
Vantaa;SDP;Heimolinna;Seppo;2,5;4;5
Vantaa;SDP;Salminen;Helvi;1,75;2;5
Vantaa;SDP;Lehtonen;Olavi;1,25;2,75;5
Vantaa;SDP;Laaksonen;Sirkka;1,25;2,5;5
Vantaa;SDP;Tuuva;Sirpa;1,75;2,5;5
Vantaa;SDP;Pallaskivi;Jani;1,75;2,25;5
Vantaa;SDP;Kiljunen;Kimmo;1;2,5;5
Vantaa;SDP;Näätsaari;Sinikka;1;2,5;5
Vantaa;KOK;Pyyhtiä;Arto;1,75;4,5;5
Vantaa;VIHR;Ilvonen;Kristiina;3,25;2,5;5
Vantaa;RKP;Dikert;Oskar;1,5;2,25;5
Vantaa;RKP;Härmälä;Göran;3,5;4,25;5
Vantaa;KD;Jakobsson;Aila;1,75;2,75;5
Vantaa;PS;Herranen;Jouni;3;4,5;5
Vantaa;PS;Korkalainen;Olli;3,25;4,75;5
Vantaa;PS;Kotro;Jouni;1,25;4;5
Vantaa;PS;Kärkkäinen;Hannu;2;4,5;5
Vantaa;PS;Naumanen;Markku;1;2;5
Vantaa;PS;Vahtera;Pauli;3,25;4,5;5
Vantaa;SKP;Matinlassi;Erkki;1,25;2,5;5
Vantaa;SKP;Nikula;Unto;1;1,5;5
Vihti;PS;Tanskanen;Hannu;2,75;5;1,5
Vihti;PS;Evesti;Lea;2,75;4,5;2
Vihti;PS;Mattila;Terhi;2,25;4;2
Vihti;KESK;Engberg;Jim;2,5;3,25;2
Vihti;KESK;Eurajoki;Markku;4;3,75;2
Vihti;KESK;Häyrinen;Asko;2;3,25;2
Vihti;KESK;Mäkelä;Mikko;2,5;3,75;2
Vihti;KOK;Kaattari;Tuukka;3,25;2,5;2
Vihti;KOK;Kuosa;Jarmo;4;4,75;2
Vihti;KOK;Mursunen;Timo;2,5;3;2
Vihti;PS;Koivunen;Jukka;2,5;4,5;2,5
Vihti;SDP;Viherkanto;Kai;3,25;3,25;2,5
Vihti;KOK;Hotokka;Tapio;3;3,75;2,5
Vihti;KOK;Laine;Jaana;3;3,25;2,5
Vihti;VAS;Pönni;Antero;1,75;2,5;3
Vihti;PS;Kankaanpää;Eero;2;4,75;3
Vihti;PS;Kauppinen;Tapani;3;5;3
Vihti;PS;Klingberg;Heikki;2,5;4,25;3
Vihti;PS;Kotiranta;Ville;3,5;4;3
Vihti;PS;Rastas;Kari;3;4,75;3
Vihti;PS;Salonen;Pasi;2,5;4,5;3
Vihti;SDP;Häikiö;Tapio;3;3,5;3
Vihti;SDP;Keskinen;Arvo;1,75;4,25;3
Vihti;SDP;Talts;Kaddi;1,5;4,25;3
Vihti;KESK;Kerola-Suikki;Marlen;2,5;3,25;3
Vihti;KESK;Lasanen;Mikko;2,75;3,75;3
Vihti;KESK;Viljanen;Eerikki;2,5;2,5;3
Vihti;KOK;Hyytiäinen;Antti;3,75;2,75;3
Vihti;KOK;Kuusela;Anna-Liisa;3,5;4,5;3
Vihti;KOK;Luhtasela;Jorma;3,75;4,5;3
Vihti;KOK;Noro;Tiina;4,25;3,25;3
Vihti;KOK;Puhakainen;Mikko;3,75;2,75;3
Vihti;KOK;Tervo;Dmitri;3;4;3
Vihti;VAS;Leskinen;Kaisa;2,75;3,75;3,5
Vihti;KD;Tuppurainen;Osmo;1,25;3;3,5
Vihti;PS;Ali-Jaakkola;Sampo;2,75;4,75;3,5
Vihti;PS;Tsutsunen;Mikko;2,25;3,5;3,5
Vihti;SDP;Nurmio;Kari;2,25;2,75;3,5
Vihti;SDP;Rahikainen;Arja;2,75;4;3,5
Vihti;SDP;Rajajärvi;Anu;1,5;2,25;3,5
Vihti;SDP;Rodas-Peräkylä;Karita;2;3,25;3,5
Vihti;SDP;Salmi;Risto;2,75;3,75;3,5
Vihti;KESK;Autelo;Asko;3;4,25;3,5
Vihti;KESK;Hyväkkä;Katri;1,75;3;3,5
Vihti;KESK;Viherkanto;Kari;2,5;2,75;3,5
Vihti;KOK;Collin;Minna;4,25;3,5;3,5
Vihti;KOK;Erävuoma;Soili;3;4;3,5
Vihti;KOK;Lehtola;Kim;3,5;3,5;3,5
Vihti;KOK;Malinen;Marja-Leena;2,75;3,75;3,5
Vihti;KOK;Oksanen;Toni;4,25;4;3,5
Vihti;VAS;Auvinen;Esko;1,25;2,5;4
Vihti;VAS;Gröndahl;Heidi;1,25;2,75;4
Vihti;VAS;Grönmark;Jarmo;2;3,25;4
Vihti;VAS;Pulkkinen;Tapio;2,25;2,5;4
Vihti;VAS;Virta;Sari;1,25;1,75;4
Vihti;KD;Strengell;Sari;2,25;3,75;4
Vihti;SDP;Aronen;Erkki;1;4;4
Vihti;SDP;Ikonen;Olli;1,75;2,75;4
Vihti;SDP;Jokela;Erkki;1;2,75;4
Vihti;SDP;Jokirinne;Ilari;1,25;2,75;4
Vihti;SDP;Jylhäkoski;Jorma;2,25;3,75;4
Vihti;SDP;Pulkkinen;Pentti;1,25;2,75;4
Vihti;SDP;Riihimaa;Tuula;1,75;4;4
Vihti;SDP;Viherkanto;Jenni;1,5;3,25;4
Vihti;KESK;Metsäkivi;Sari;2;2,75;4
Vihti;KESK;Roms;Jussi;3;2,75;4
Vihti;KESK;Seppänen;Juha;3;4,75;4
Vihti;KESK;Sivula;Ilkka;2;3,5;4
Vihti;KOK;Falkstedt;Pirjo;3,75;3;4
Vihti;KOK;Lahtinen;Teppo;4;2,5;4
Vihti;KOK;Sahramaa;Arto;3,25;4,25;4
Vihti;KOK;Sundberg;Tuija;4,25;3;4
Vihti;KOK;von Wehrt;Mike;4;3,25;4
Vihti;VAS;Ruda;Linnea;2,25;2,75;4,5
Vihti;VAS;Seuranen;Karita;1,75;2,75;4,5
Vihti;VIHR;Hatanpää;Olli Pekka;2;2,25;4,5
Vihti;KD;Ranta;Pekka;2,5;4;4,5
Vihti;SDP;Anttila;Kari;1,75;1,75;4,5
Vihti;SDP;Jakka;Juha;1,5;4,25;4,5
Vihti;SDP;Riekkinen;Maija;2;4,5;4,5
Vihti;SDP;Saarinen;Riikka;2;3,75;4,5
Vihti;SDP;Terkomaa;Leila;1,75;2;4,5
Vihti;SDP;Wilén;Kai;1,75;4;4,5
Vihti;RKP;Roos;Eva;2,5;2;4,5
Vihti;KESK;Heikkinen;Saimi;3;3,75;4,5
Vihti;KESK;Lindfors;Jouko;2,75;4;4,5
Vihti;KESK;Malmgrén;Varpu-Leena;2,5;3;4,5
Vihti;KESK;Saario;Pasi;3;4,5;4,5
Vihti;KESK;Vesterinen;Eeva;2,25;3,75;4,5
Vihti;KESK;Bertling;Aili;2,75;3,5;4,5
Vihti;KOK;Leväniemi;Pirjo;4,25;2,25;4,5
Vihti;KOK;Lindén;Mika;4;3,25;4,5
Vihti;VAS;Kanta-oksa;Markus;1,5;2,5;5
Vihti;VIHR;Leinikki;Sikke;1,5;1,75;5
Vihti;VIHR;Mali;Satu;2;2,75;5
Vihti;VIHR;Nikander;Nippe;2,5;4;5
Vihti;VIHR;Hemberg;Eelis;1,75;1,5;5
Vihti;VIHR;Sume-Hänninen;Heidi;1;2,25;5
Vihti;VIHR;Kankaanpää;Susanna;1,5;1,5;5
Vihti;VIHR;Haapala;Jari;2,25;2,25;5
Vihti;VIHR;Merikallio;Niklas;2,25;2,75;5
Vihti;VIHR;Vehkovuori;Leena;2,25;2,75;5
Vihti;VIHR;Aarbakke;Jostein;1,75;2;5
Vihti;KD;Andström;Urpo;1,75;4,5;5
Vihti;PS;Halla-aho;Ilkka;3,5;4,5;5
Vihti;PS;Laitinen;Veli-Matti;3;4;5
Vihti;PS;Myllyoja;Petri;3;4,5;5
Vihti;SDP;Mali;Teemu;1,5;2,75;5
Vihti;SDP;Ruostesaari;Päivi;1,25;1,75;5
Vihti;RKP;Degerman;Henrik;3,25;1,75;5
Vihti;KOK;Laitinen;Anni;4,5;2,5;5
Vihti;KESK;Trochel;Tuija;1,75;2,75;5
Vihti;KESK;Jylhä;Sami;3,5;3,25;5
Vihti;KOK;Aterma;Timo;3;3,75;5
Vihti;KOK;Helanto-Väätänen;Kati;2,75;3;5
Vihti;KOK;Pinomaa;Jyrki;3,75;3;5
