Kaupunki;Puolue;Sukunimi;Etunimi;Vasemmisto;Liberaali;Vihreys
Askola;KD;Lehmusvuori;Timo;2,28;3,79;3,47
Askola;KD;Lehto;Hannu;1,7;4,49;4
Askola;KESK;Nirvi;Juho-Matti;2,97;2,95;2,04
Askola;KESK;Pitkänen;Asko;3,23;3,78;1,98
Askola;KESK;Sorsa;Simo;3,78;3,99;1,96
Askola;KESK;Berg;Anne;2,01;2,49;2,97
Askola;KESK;Pusula;Erkki;4,24;3,74;3,49
Askola;KESK;Laakso;Rauna;2,79;2,28;4,47
Askola;KESK;Merihaara;Olavi;2,26;3;4,53
Askola;KESK;Tummala;Jaana;2,95;3,99;4,47
Askola;KOK;Simelius-Nieminen;Saga;2,28;3,27;2,47
Askola;KOK;Suominen;Tero;4,01;3,45;3,03
Askola;KOK;Hämäläinen;Heli;2,95;3,8;3,49
Askola;KOK;Ellilä;Heikki;2,48;4,72;4,02
Askola;KOK;Honkasalo;Riku;2,25;4,29;3,96
Askola;KOK;Vettenranta;Jari;3,04;3,73;3,98
Askola;KOK;Vilkki;Jouni;3,46;2,45;3,95
Askola;KOK;Vilkki;Virpi;1,3;3,53;4,45
Askola;PS;Paganus;Tero;2,71;4,47;3,01
Askola;SDP;Felin;Ali;3,01;3,05;1,96
Askola;SDP;Helin;Maritta;2,45;4,53;3,03
Askola;SDP;Sintonen-Seger;Annukka;1,71;2,71;3,45
Askola;SDP;Falck;Hanna;1,98;3,26;4,04
Askola;SDP;Hämäläinen;Seija;1,46;3,51;3,96
Askola;VAS;Aaltonen;Tero;1,48;2,78;3,01
Askola;VAS;Sääski;Pia;1;2,53;5,04
Askola;VAS;Rumpunen;Joutsi;2,27;3,25;4,96
Askola;VIHR;Kärkkäinen;Tommi;1,73;2;3,5
Askola;VIHR;Tarvainen;Mika;2,53;1,95;4,04
Askola;VIHR;Kalilainen;Marjukka;2,3;2,22;5,05
Askola;VIHR;Stenbäck;Reija-Riikka;1,47;2,72;4,97
Askola;VIHR;Strömdahl;Keth;1,48;1,7;5,03
Espoo;ITSP;Finskas;Jan;1,73;2,79;3,04
Espoo;ITSP;Hiltunen;Eetu;1;4;4,99
Espoo;ITSP;Happo;Jarmo-Matti;0,98;2,95;5,01
Espoo;KD;Järvenpää;Pertti;2,76;4,04;2,03
Espoo;KD;Markkula;Paavo;3,03;4,24;1,96
Espoo;KD;Järvenpää;Kaarina;2,24;3,25;2,46
Espoo;KD;Kokkola;Hanna-Liisa;2,05;4,03;3,04
Espoo;KD;Maijala;Ville;2,51;3,29;2,95
Espoo;KD;Laukkonen;Elina;2,51;4,52;3,03
Espoo;KD;Hurmalainen;Ahti;3,53;4,05;3,5
Espoo;KD;Kalliola;Teemu;3,97;3,23;3,49
Espoo;KD;Rokala;Anja;2,8;4,03;3,53
Espoo;KD;Rajakari;Maria;2,26;4,22;3,53
Espoo;KD;Rasilainen;Antero;1,72;3;3,55
Espoo;KD;Ahteela;Jaana;2,03;3,78;3,95
Espoo;KD;Bollström;Harri;1,8;3,04;4,05
Espoo;KD;Hauta-aho;Mia-Maria;2,79;4,28;3,97
Espoo;KD;Kalliola;Kaija;3;3,98;4,03
Espoo;KD;Kangas;Mervi;1,72;3,99;3,99
Espoo;KD;Koivukoski;Jari;4,04;4,79;3,96
Espoo;KD;Piirto;Asmo;2,75;4,47;3,97
Espoo;KD;Polso;Antero;3,46;4,27;4,05
Espoo;KD;Tuomi;Sirpa;3,75;3,47;3,98
Espoo;KD;Vuorinen;Kristiina;2,2;3,72;4,01
Espoo;KD;Omondi;Daisy;2,5;4,2;4,03
Espoo;KD;Hallikainen;Linda;2,53;4,29;4,05
Espoo;KD;Drotár;Kristiina;2,45;3,78;4,46
Espoo;KD;Lappalainen;Ritva;2,53;3,27;4,55
Espoo;KD;Okkonen;Taru;3;3,98;4,55
Espoo;KD;Sarvi;Mari;1,48;4,52;4,5
Espoo;KD;Sundbäck;Aira;2,77;4,22;4,54
Espoo;KD;Tulijoki;Juha-Pekka;1,97;3,99;4,46
Espoo;KD;Aro;Irmeli;3,2;2,95;5,04
Espoo;KD;Davidsson;Harri;3,72;4,8;4,97
Espoo;KD;Helander;Mimosa;1,01;3,46;4,95
Espoo;KD;Karvo;Aki;1,75;3,78;5
Espoo;KD;Laato;Ester;3,55;4,01;4,98
Espoo;KD;Laukkanen;Antero;2,24;3,78;5
Espoo;KD;Romppanen;Hannele;3,02;3,72;5
Espoo;KESK;Hovi;Pasi;2,23;3,52;2,54
Espoo;KESK;Huvinen;Hannu;2,8;3,75;2,98
Espoo;KESK;Jäämaa;Juha;2,49;2,46;3,05
Espoo;KESK;Stedt;Reijo;1,74;3,96;2,95
Espoo;KESK;Tikanmäki;Johanna;2,51;2,02;2,98
Espoo;KESK;Tuokko;Jarmo;2,29;5;2,97
Espoo;KESK;Aho;Susanna;2,52;3,52;3,49
Espoo;KESK;Letchu;Lovisa;3,8;3,23;3,45
Espoo;KESK;Sarlund;Seppo;2,28;3,28;3,52
Espoo;KESK;Ahvenainen;Mikko;4,21;4,21;4,01
Espoo;KESK;Haarlaa;Topi;3,22;3,21;4
Espoo;KESK;Hintsala;Mikko;1,7;2,79;4,04
Espoo;KESK;Kelkka;Teemu;2,26;2,7;3,95
Espoo;KESK;Mäenpää;Anne-Maj;2,29;3,71;3,97
Espoo;KESK;Soronen;Markus;2,28;4,21;3,95
Espoo;KESK;Yliselä;Paula;2,73;1,98;3,98
Espoo;KESK;Kemppainen;Pentti;2,55;3,72;4,54
Espoo;KESK;Malkamäki;Mari;2,74;3,02;4,5
Espoo;KESK;Nevamäki;Riina;1,78;3,04;4,47
Espoo;KESK;Parkkila;Mikko;1,8;3,04;4,46
Espoo;KESK;Rossi;Yrjö;3,29;4,27;4,52
Espoo;KESK;Halttunen;Tiina;2,3;3,01;5,05
Espoo;KESK;Halttunen;Veikko;2,22;3,7;4,95
Espoo;KESK;Kuosmanen;Jorma;3,48;3,05;5,05
Espoo;KESK;Nurminen;Jari;4,04;3,53;5,01
Espoo;KESK;Paajanen;Ljudmila;2,05;4,75;5,03
Espoo;KESK;Pasanen;Manu;3,53;4,2;5,03
Espoo;KESK;Puirava;Alli;2;2,74;5,02
Espoo;KESK;Repo;Simo;2,03;1,7;4,99
Espoo;KESK;Salo;Seppo;2,5;4,72;4,97
Espoo;KOK;Mikkelson;Markku;4,76;3,71;1,04
Espoo;KOK;Aaltonen;Elena;4,2;3,49;1,53
Espoo;KOK;Koskinen;Jussi;3,71;3,5;1,52
Espoo;KOK;Ahtola;Anitra;2,29;2,29;2,03
Espoo;KOK;Antosalo;Henry;4,22;4,01;2,04
Espoo;KOK;Havu;Isto;4,28;3,28;1,95
Espoo;KOK;Jalonen;Jaana;3,46;2,45;1,98
Espoo;KOK;Tähtikunnas;Janne;4,2;3,8;2,04
Espoo;KOK;Kuusisto;Kari;4,26;3,96;1,98
Espoo;KOK;Kokkala;Paavo;3,23;2,75;2,45
Espoo;KOK;Lehtola;Ville;4,22;2,55;2,54
Espoo;KOK;Lintunen;Kai;4,02;3,28;2,46
Espoo;KOK;Malila;Jorma;3,21;3,27;2,46
Espoo;KOK;Meuronen;Esko;2,79;4,22;2,5
Espoo;KOK;Mykkänen;Jouni;3,51;3,53;2,52
Espoo;KOK;Nikkilä;Bjarne;3,3;3,04;2,53
Espoo;KOK;Räty;Teemu;4,24;2,95;2,55
Espoo;KOK;Sorvanto;Katariina;3,71;2,8;2,49
Espoo;KOK;Vesander;Katja;3,47;2,7;2,49
Espoo;KOK;Vuornos;Henrik;3,96;2,76;2,54
Espoo;KOK;Alaviiri;Kaisa;3,01;2,76;3,04
Espoo;KOK;Horsma;Johanna;4,26;2,73;2,95
Espoo;KOK;Hämäläinen;Esa;2,99;3,99;2,95
Espoo;KOK;Kemppi-Virtanen;Pirjo;4,02;4;3,02
Espoo;KOK;Kiljunen;Hanna;4,04;2,73;2,99
Espoo;KOK;Kotiranta;Pirjo;3,75;2,8;3
Espoo;KOK;Laakso;Mikko;4,74;3,45;3,03
Espoo;KOK;Lauslahti;Sanna;3,77;3,74;2,97
Espoo;KOK;Meriläinen;Valto;3,5;4,51;3,05
Espoo;KOK;Niemelä;Jukka;4;3,75;3
Espoo;KOK;Niemi;Marika;3,99;4,53;3,02
Espoo;KOK;Oila;Kimmo;5,01;4,5;3,01
Espoo;KOK;Ruutiainen;Marketta;4,22;2,45;2,99
Espoo;KOK;Sarpo;Joni;2,71;3,23;3,02
Espoo;KOK;Seppä;Heikki;2,46;3,52;3,02
Espoo;KOK;Soini;Satu;3,79;2,71;3
Espoo;KOK;Tiimonen;Jyri;4,98;3,52;3,05
Espoo;KOK;Valli;Eini;2,23;3,2;2,95
Espoo;KOK;Julkunen;Sonja;4,45;4,98;3,02
Espoo;KOK;Laakso;Minna;4,21;3,02;2,97
Espoo;KOK;Grönholm;Bo;1,95;2,27;3,51
Espoo;KOK;Haapalehto;Eero;3,79;2,74;3,5
Espoo;KOK;Hellas;Maire;2,75;2,95;3,55
Espoo;KOK;Jokinen;Janne;3,99;3,27;3,47
Espoo;KOK;Kauma;Pia;3,26;2,98;3,47
Espoo;KOK;Kiijärvi;Laura;3,99;2,3;3,48
Espoo;KOK;Konttas;Ari;3,5;4,23;3,53
Espoo;KOK;Lindholm;Micke;5,04;2,02;3,51
Espoo;KOK;Meurman;Kristian;2,51;3,48;3,48
Espoo;KOK;mikkola;janne;3,49;3,48;3,45
Espoo;KOK;Männikkö;Olli;3,28;4,53;3,54
Espoo;KOK;Palomäki;Ulla;2,75;3,79;3,5
Espoo;KOK;Pelkonen;Jukka;2,95;3,74;3,46
Espoo;KOK;Saarniala;Tea;3;3,28;3,46
Espoo;KOK;Syrjänen;Heikki;4,02;3,7;3,48
Espoo;KOK;Torkki;Markus;3,7;3,48;3,47
Espoo;KOK;Eneh;Oge;1,5;3,2;4
Espoo;KOK;Haaksiala;Henri;3,99;2,79;3,95
Espoo;KOK;Hiltunen;Heikki;4,54;2,75;4,05
Espoo;KOK;Holst;Jan;4,27;2,54;3,97
Espoo;KOK;Honkaheimo;Jussi;3,03;3,76;4,03
Espoo;KOK;Jääskeläinen;Jarmo;3,55;2,48;3,99
Espoo;KOK;Kalpala;Tuija;4,04;4,51;4,03
Espoo;KOK;Kivilaakso-Wellmann;Eva;1,79;2,46;3,99
Espoo;KOK;Krouvi;Soile;3,03;3,3;3,95
Espoo;KOK;Laiho;Mia;2,47;3,48;4,04
Espoo;KOK;Meriläinen;Raija;2,73;4,27;3,97
Espoo;KOK;Mustakallio;Kristiina;3;3,5;4,04
Espoo;KOK;Mård;Riitta;2,53;2,95;4,01
Espoo;KOK;Ruuth-Karvonen;Johanna;2,96;3,74;4
Espoo;KOK;Sillanpää;Pirkko;3;3,46;3,98
Espoo;KOK;Suomalainen;Sami;2,48;2,53;4,02
Espoo;KOK;Valkama;Vesa;4,01;3,29;4,03
Espoo;KOK;Viljakainen;Paula;3,5;3,25;4,03
Espoo;KOK;Äikäs;Saija;4,48;2,48;3,99
Espoo;KOK;Balk;Mirjami;3,02;2,72;4,03
Espoo;KOK;Mattila;Veli-Pekka;4,05;3,96;3,97
Espoo;KOK;Peltokorpi;Mikko;3,01;2,75;4,03
Espoo;KOK;Särkijärvi;Jouni;2,77;4,03;4,01
Espoo;KOK;Airinen;Jyri;3,98;2,3;4,5
Espoo;KOK;Forsström;Mikael;2,55;1,5;4,48
Espoo;KOK;Granfelt;Erika;4,2;3,7;4,45
Espoo;KOK;Käri-Zein;Päivi;4,05;4,7;4,49
Espoo;KOK;Lakovaara;Leena;1,98;2,7;4,52
Espoo;KOK;Mansukoski;Nina;4,02;2,7;4,5
Espoo;KOK;Nieminen;Jarmo;3,76;2,49;4,55
Espoo;KOK;Paattiniemi;Johanna;3,22;2,97;4,48
Espoo;KOK;Pirha;Melissa;3,29;3,05;4,53
Espoo;KOK;Sääksvuori;Arja;2,8;3,01;4,54
Espoo;KOK;Tuisku;Tuomas;2,47;2,72;4,5
Espoo;KOK;Åkerlund;Kirsi;3,23;2,54;4,51
Espoo;KOK;Metsä;Kimmo;2,99;3,29;4,51
Espoo;KOK;Nur;Mohamed;3,52;5;4,51
Espoo;KOK;Erävuoma;Asso;3,73;4,22;5,03
Espoo;KOK;Hoppania;Leena;4,27;2,77;4,99
Espoo;KOK;Lempiäinen;Pekka;2,52;2,76;5,05
Espoo;KOK;Poméll;Vesa;2,79;3;5
Espoo;KOK;Suomu;Mika;4,25;2,97;4,97
Espoo;KOK;Thure-Toivanen;Tiina;4,23;2,74;5,01
Espoo;KOK;Turunen;Arto;4,25;3,22;5,04
Espoo;KOK;Markkula;Markku;3,8;3,53;4,99
Espoo;Köy;Savola;Terttu;1,72;3,76;3,97
Espoo;M11;Yli-Paavola;Jussi;1,96;4,7;2,03
Espoo;M11;Rusanen;Harri;2,04;3,28;3,98
Espoo;M11;Björklund;Mikko;2,25;2,26;4,47
Espoo;M11;Mäki;Tommi;1,02;2,03;4,96
Espoo;PIR;Jääskeläinen;Anni;3,54;2,73;1,95
Espoo;PIR;Kantojärvi;Jaakko;3,77;3,72;2
Espoo;PIR;Paalijärvi;Janne;4,05;2,54;3,03
Espoo;PIR;Kärkkäinen;Lasse;3,23;1,95;3,02
Espoo;PIR;Elmgren;Oskar;4,71;1,48;2,98
Espoo;PIR;Soitinaho;Riikka;3,26;3,96;2,98
Espoo;PIR;Tarvainen;Joni;2,47;2,5;3,46
Espoo;PIR;Nummelin;Mikko;2,96;3,52;4,03
Espoo;PIR;Niemi;Sari;4,04;2,98;3,99
Espoo;PIR;Hovi;Kimmo;4,98;2,75;3,98
Espoo;PIR;Bredbacka;Roni;2,55;2,05;4,5
Espoo;PIR;Nokelainen;Lassi;1,52;2,45;5,05
Espoo;PIR;Tolonen;Miki;2,03;2,46;5,03
Espoo;PS;Ronkainen;Jari;0,99;3,7;1
Espoo;PS;Koitela;Mikko;1,29;3,23;1,48
Espoo;PS;Luukkainen;Aki;3,73;2,98;1,52
Espoo;PS;Pulkkanen;Petri;2,96;5,05;1,55
Espoo;PS;Ritari;Arto;3,72;3,71;1,54
Espoo;PS;Talme;Martti;1,48;4,2;1,47
Espoo;PS;Uotila;Juuso;5,03;3,79;1,52
Espoo;PS;Väliaho;Kim;2,96;3,74;1,49
Espoo;PS;Elo;Simon;3,51;5,02;2,05
Espoo;PS;Grönroos;Simo;4,74;4,72;2,04
Espoo;PS;Kanerva;Jarmo;3,29;4,5;2,03
Espoo;PS;Karhu;Suvi;2,46;3,23;2,05
Espoo;PS;Koponen;Elena;3,5;4,55;2,03
Espoo;PS;Niskanen;Kari;3,97;4,2;2,02
Espoo;PS;Pajunen;Kari;1,48;4;2,03
Espoo;PS;Palonen;Matti;1,79;4,21;2,05
Espoo;PS;Raimesalo;Vesa;2,24;3,05;1,96
Espoo;PS;Riskilä;Marko;4,3;4,8;2,03
Espoo;PS;Saleva;Mikael;3,03;4,72;2,05
Espoo;PS;Tudose;Cristian;3,01;4,5;2,03
Espoo;PS;Haavisto;Kai;2,77;4,74;2,48
Espoo;PS;Maliniemi;Timo;1,71;4,27;2,48
Espoo;PS;Maununiemi;Marko;3,55;4,52;2,5
Espoo;PS;Rantanen;Janne;3,54;3,78;2,46
Espoo;PS;Soini;Timo;1,74;4,79;2,5
Espoo;PS;Ylönen;Ari;2,24;3,73;2,46
Espoo;PS;Bergman;Markus;3,01;4,2;3
Espoo;PS;From;Nina;2,5;4;2,96
Espoo;PS;Huhta;Seppo;1,47;3,48;3,04
Espoo;PS;Kalliokoski;Raimo;2,45;4,49;3,05
Espoo;PS;Kassimäki;Esko;1,49;4,25;3
Espoo;PS;Kauppi;Piia;2,45;3,95;2,96
Espoo;PS;Kukkonen;Mervi;1,96;3,7;3,04
Espoo;PS;Kukkonen;Jarno;2,7;4,26;3,04
Espoo;PS;Kuntsi;Harri;0,96;4,25;3
Espoo;PS;Lahtinen;Teemu;4,72;3,97;3,02
Espoo;PS;Lahtinen;Ari;2,77;3,95;3,03
Espoo;PS;Lamsijärvi;Rauli;2,22;3,78;3,01
Espoo;PS;Löflund;Jonna;3,2;3,77;3
Espoo;PS;Nevalainen;Tommi;2,5;4,74;3,03
Espoo;PS;Parviainen;Harri;2,04;4,24;2,95
Espoo;PS;Rautio;Raimo;1,53;2,96;2,95
Espoo;PS;Saimalahti;Maija;3,04;4,78;3,02
Espoo;PS;Saukkonen;Pekka;3,76;3,54;3,02
Espoo;PS;Sonkeri;Seppo;2,22;3,49;3,04
Espoo;PS;Taipale;Maria;4,01;4,21;3,04
Espoo;PS;Tiainen;Jani;2,95;3,48;3,01
Espoo;PS;Äyhynmäki;Jari;3,01;3,74;2,97
Espoo;PS;Männistö;Niina;1,04;1,05;2,95
Espoo;PS;Paaso;Jukka;2,04;4,01;2,97
Espoo;PS;Peltoniemi;Harri;3,48;3,53;3,05
Espoo;PS;Ahonen;Perttu;2,03;3,78;3,49
Espoo;PS;Kallunki;Seppo;3,25;4,49;3,47
Espoo;PS;Kilpi;Jukka;2,74;3,96;3,49
Espoo;PS;Lindberg;Rami;2,24;4,72;3,46
Espoo;PS;Lönnberg;Rauno;2,73;3,72;3,45
Espoo;PS;Patosalmi;Susanna;1,25;2,79;3,52
Espoo;PS;Paunonen;Kari;1,28;3,71;3,5
Espoo;PS;Ruoho;Veera;4,03;3,46;3,45
Espoo;PS;Sirkkala;Esko;2,74;3,03;3,48
Espoo;PS;Ansalo;Lasse;2,21;4,23;4,05
Espoo;PS;Daavitsainen;Saku;2,79;4,3;3,97
Espoo;PS;Fridman;Lars;2,7;4,54;3,97
Espoo;PS;Granqvist;Veikko;3,26;3,51;4,02
Espoo;PS;Helin;Mirka;3,23;4,79;3,97
Espoo;PS;Hietanen;Kaija;1,53;4,47;3,96
Espoo;PS;Hiltunen;Leo;1,03;3,27;3,98
Espoo;PS;Kivikangas;Petri;4,02;3,78;3,97
Espoo;PS;Kuisma;Anna-Liisa;3,48;4,78;4,02
Espoo;PS;Seppänen;Toni;1,76;3,98;3,98
Espoo;PS;Byman;Kurt;1,76;4;4,02
Espoo;PS;Toltti-Loikkanen;Arja;2,52;2,77;4,03
Espoo;PS;Behm;Sakari;1,99;4,51;4,47
Espoo;PS;Halme;Rauno;1,79;3,23;4,52
Espoo;PS;Juvonen;Arja;2,26;3,27;4,49
Espoo;PS;Juvonen;Petri;1,99;4,29;4,53
Espoo;PS;Kuro;Henri;2,3;4,74;4,45
Espoo;PS;Pihlman;Marjo;1,7;3,8;4,53
Espoo;PS;Töyrylä;Seija;2,22;3,51;4,51
Espoo;PS;Härkönen;Risto;3,79;4,25;5
Espoo;PS;Lehto;Saana;2,25;3,29;5,05
Espoo;PS;Sonninen;Tiina;2,55;3,99;4,96
Espoo;PS;Tikka;Mauri;1,78;5,05;4,95
Espoo;PS;Väisänen;Leevi;2,02;3,79;5,04
Espoo;PS;Häggman;Bjarne;1,53;2,77;5
Espoo;PS;Peltomäki;Satu;1,77;3,99;5
Espoo;PS;Saarelma;Mia;2,54;3,72;4,97
Espoo;RKP;Aqqa;Said;3,05;3,25;2,02
Espoo;RKP;Jern;Mikael;3,01;2,02;2,05
Espoo;RKP;Lindlöf;Andreas;2,77;3,3;1,98
Espoo;RKP;Fiskars;Yvonne;3,3;3,73;2,53
Espoo;RKP;Granberg;Fred;2,72;2,8;2,54
Espoo;RKP;Holmberg;Johan;2,95;3,55;2,54
Espoo;RKP;Storås;Roger;2,76;3,95;2,52
Espoo;RKP;Blomberg;Anders;2,51;4,25;2,99
Espoo;RKP;Helle;Eva;2,99;3,51;2,95
Espoo;RKP;Keurulainen;Jorma;3,48;2,25;2,98
Espoo;RKP;Lönnqvist;Mikael;3,25;4,75;3,02
Espoo;RKP;Nystrand;Claudia;3,26;1,95;3
Espoo;RKP;Ragnvaldsson;Peter;2,75;3,77;3,01
Espoo;RKP;Rosenqvist;Bo-Eric;1,75;1,99;2,97
Espoo;RKP;Storås;Kim;1,24;4,21;3,05
Espoo;RKP;Westerlund;Tove;3,24;1,98;3,04
Espoo;RKP;Wikholm;Anders;3,48;3,78;3,03
Espoo;RKP;Asapova;Naimat;3,51;3,28;3,48
Espoo;RKP;Backman;Marita;4,04;3,73;3,52
Espoo;RKP;Hellsten-Palomäki;Katarina;3,27;3,25;3,47
Espoo;RKP;Joutsenlahti;Heidi;2,5;3,25;3,48
Espoo;RKP;Kautto;Jonna;1,95;1,5;3,54
Espoo;RKP;Lempinen;Christa;2,8;2,51;3,46
Espoo;RKP;Lindqvist;Bengt;2,96;2,54;3,51
Espoo;RKP;Lindqvist;Sinikka;2,47;3,54;3,47
Espoo;RKP;Andersson;Rainer;3,21;2,99;3,96
Espoo;RKP;Björkman;Monica;3;2,45;4,05
Espoo;RKP;Blomberg;Robin;2,46;1,72;4
Espoo;RKP;Ekholm;Stefan;3,49;4,02;3,96
Espoo;RKP;Haglund;Carl;2,96;1,7;3,96
Espoo;RKP;af Hällström;Nina;2,3;2,28;3,97
Espoo;RKP;Jokioja;Marika;1,99;2,55;4,02
Espoo;RKP;Juslin-Sandin;Heidi;1,79;2,05;3,96
Espoo;RKP;Kankkonen;Stig;2,73;2,97;3,95
Espoo;RKP;Marschan;Monika;2,51;3,53;3,95
Espoo;RKP;Michelson;Stina;1,96;2,53;4
Espoo;RKP;Norrbom;Karl;2,46;3,26;3,95
Espoo;RKP;Ruth;Christina;3,21;2,54;4,01
Espoo;RKP;Rönnberg;Nico;3,49;2,97;3,95
Espoo;RKP;Sarvimäki-Paananen;Liisa;2,5;1,77;4,05
Espoo;RKP;Selenius;Magnus;2,54;2,8;4,04
Espoo;RKP;Söderman;Markus;1,77;1,5;4,04
Espoo;RKP;Torsell;Kurt;3,77;2,75;4,03
Espoo;RKP;Winqvist-Niskanen;Nina;2,04;2,7;3,97
Espoo;RKP;van der Veer;Maria;3,75;2,72;4,05
Espoo;RKP;von Knorring;Hans;3,49;1,77;4,01
Espoo;RKP;Ahlman;Stefan;3,54;1,53;4,51
Espoo;RKP;Blomberg;Håkan;2,99;3,29;4,51
Espoo;RKP;Eriksson;Mikael;2,24;2,2;4,46
Espoo;RKP;Gestrin;Christina;2,54;2,03;4,45
Espoo;RKP;Hemnell;Matilda;2,54;2,24;4,55
Espoo;RKP;Häggblom;Fanny;1,3;2,02;4,53
Espoo;RKP;Kujala;Tiina;1,75;2,46;4,46
Espoo;RKP;Lindberg;Fredrik;1,75;2,28;4,51
Espoo;RKP;Portin;Anders;2,75;2,77;4,45
Espoo;RKP;Sjögren;Ulf;2,95;2,51;4,51
Espoo;RKP;Thilman;Ken;2;2,8;4,45
Espoo;RKP;Aikio;Niilo;1,3;3,47;5,01
Espoo;RKP;Baya;Akim;4,22;4,27;5,04
Espoo;RKP;Båsk;Gustav;3,27;2,72;4,98
Espoo;RKP;Haeggström;Eeva;2;2,04;4,96
Espoo;RKP;af Hällström;Anna;2,05;2,02;4,98
Espoo;RKP;Johansson;Ulf;2,29;3,02;5,02
Espoo;RKP;Lönnqvist;Bo;2,96;2,99;5,02
Espoo;RKP;Sayilir;Ibrahim;1,95;3,53;5,01
Espoo;RKP;Storå;marianne;2,95;2,26;4,96
Espoo;RKP;Thibault;Christian;2,49;1,47;5,02
Espoo;SDP;Simpura;Pekka;2;3,7;1,54
Espoo;SDP;Hirvelä;Ilkka;1,97;2,98;1,97
Espoo;SDP;Kaasinen;Martti;2,05;2,72;1,99
Espoo;SDP;Juutinen;Vilho;1,29;3,76;2,46
Espoo;SDP;Kuusisto;Anneli;2,26;2,8;2,48
Espoo;SDP;Huhtala;Arto;2,46;3,8;3,03
Espoo;SDP;Kerola;Hannele;2,21;2,48;3
Espoo;SDP;Kivimäki;Jukka;1,8;3,3;3,03
Espoo;SDP;Klar;Harriet;0,97;3,29;2,99
Espoo;SDP;Lahti;Minna;1,28;3,51;3,05
Espoo;SDP;Liljelund;Pi John;2,21;2,46;2,96
Espoo;SDP;Luhtanen;Leena;2,55;3,74;2,96
Espoo;SDP;Nurminen-Hämäläinen;Satu;1,24;2,79;3,05
Espoo;SDP;Pekkonen;Ari;2,25;2,75;3,02
Espoo;SDP;Rytkönen;Helena;1,47;2,73;3,05
Espoo;SDP;Strömberg;Lilian;2,26;2,45;3,01
Espoo;SDP;Tapanainen;Mauri;1,71;3,01;2,95
Espoo;SDP;Girs;Jarkko;3,79;2,23;3
Espoo;SDP;Kivekäs;Liisa;1,5;2,52;3,5
Espoo;SDP;Lahtinen;Marja-Liisa;1,04;1,73;3,5
Espoo;SDP;Rastimo;Kaisa;2,46;1,5;3,51
Espoo;SDP;Rönnberg;Anneli;1,28;4,7;3,54
Espoo;SDP;Saarinen;Timo;2,3;2,29;3,53
Espoo;SDP;Suntio;Hannu;1,78;2,46;3,53
Espoo;SDP;Vaara;Pekka;2,25;2,29;3,51
Espoo;SDP;Wallius;Juha;1,96;1,97;3,48
Espoo;SDP;Waltari;Harri;1,49;1,95;3,45
Espoo;SDP;Wenman;Mikaela;1,74;2,05;3,52
Espoo;SDP;Vuori;Merja;2,01;2,46;3,49
Espoo;SDP;Saisong;Aliina;3,2;3,23;3,46
Espoo;SDP;Aarniolehto-Kotilainen;Sirpa;2,01;2,47;3,51
Espoo;SDP;Heinänen;Anu;1,96;1,75;3,49
Espoo;SDP;Jungner;Maria;1,53;2,29;3,45
Espoo;SDP;Heiskanen;Sakari;0,98;1,8;3,95
Espoo;SDP;Ihonen;Miika;2,53;2,98;3,98
Espoo;SDP;Karjalainen;Kari;2,3;3,73;4,03
Espoo;SDP;Kuusela;Pirkko;1,47;2,49;4,04
Espoo;SDP;Lohenoja;Elmeri;2,77;1,78;3,98
Espoo;SDP;Lumme;Jasminiitta;1,55;3,03;4,01
Espoo;SDP;Mattila;Erkki;1,5;2,77;4,02
Espoo;SDP;Parisaari;Juhani;1,96;2,3;4
Espoo;SDP;Ruusunen;Susan;2,79;3,27;3,95
Espoo;SDP;Salomäki;Vesa-Matti;2,02;2,23;3,98
Espoo;SDP;Sistonen;Markku;1,8;3,74;4,01
Espoo;SDP;Tallqvist;Tarja;2,26;2,79;4,01
Espoo;SDP;Tieaho;Martti;2,46;3,21;4,05
Espoo;SDP;Vainikainen;Joni;1,51;1,71;4,03
Espoo;SDP;Välitalo;Marko;2,52;2,46;3,97
Espoo;SDP;Värmälä;Johanna;1,8;2,78;4,04
Espoo;SDP;Aarnio;Antti;2,01;1,46;3,96
Espoo;SDP;Abdi;Abdifitah;1,03;2,99;3,96
Espoo;SDP;Harinen;Tessu Tapani;1,76;2,97;4
Espoo;SDP;Hellström;Martti;1,22;2,7;4,02
Espoo;SDP;Hurskainen;Kai;0,96;2,77;4,49
Espoo;SDP;Hyytiä-Hallenberg;Sirpa;1,99;2,29;4,52
Espoo;SDP;Junno;Ulla;1,72;3,76;4,47
Espoo;SDP;Laitinen;Eija;1,8;2,74;4,47
Espoo;SDP;Lehtonen;Sami;2,22;2,3;4,49
Espoo;SDP;Leskinen;Lea;1,72;2,79;4,55
Espoo;SDP;Männistö;Ida;1,52;1,96;4,55
Espoo;SDP;Olin;Christa;2,48;1,52;4,52
Espoo;SDP;Paukku;Ari;2,04;3,2;4,49
Espoo;SDP;Sollasvaara;Tipsu;1,25;1,97;4,47
Espoo;SDP;Weckström;Mikko;2,01;2,21;4,48
Espoo;SDP;Vilske;Jukka;1,77;2,29;4,48
Espoo;SDP;Haapajärvi;Henrik;1,3;2,25;4,46
Espoo;SDP;Ahonen;Eetu;1,04;3,23;4,49
Espoo;SDP;Guzenina-Richardson;Maria;1,53;2,25;4,53
Espoo;SDP;Koivumäki;Katja;1,05;1,99;4,99
Espoo;SDP;Lahti;Jukka;1,99;2,73;4,97
