Kaupunki;Puolue;Sukunimi;Etunimi;Vasemmisto;Liberaali;Vihreys
Helsinki;SDP;Kurttila;Tuomas;1,48;2,5;3,46
Helsinki;SDP;Lehikoinen;Heidi;1,53;1,72;3,55
Helsinki;SDP;Lehtorinta;Sampsa;1,45;3,77;3,46
Helsinki;SDP;Nehri;Welat;1,79;3,49;3,51
Helsinki;SDP;Oranen;Sanna-Mari;1,7;3,49;3,51
Helsinki;SDP;Paananen;Eija;1,45;3,24;3,48
Helsinki;SDP;Rantanen;Mari;1,51;3,47;3,47
Helsinki;SDP;Seila;Päivi;0,95;2,51;3,54
Helsinki;SDP;Simojoki;Jaakko;2,52;3,22;3,5
Helsinki;SDP;Taipale;Ilkka;1,48;3,04;3,52
Helsinki;SDP;Tsanga;Raphaël;3;2,8;3,54
Helsinki;SDP;Varjoniemi;Päivi;0,99;3,48;3,53
Helsinki;SDP;Väisänen;Seppo;1,7;3,46;3,48
Helsinki;SDP;Anttila;Maija;2,26;2,53;3,54
Helsinki;SDP;Bergholm;Jorma;1,04;2,76;3,52
Helsinki;SDP;Haataja;Seija;0,97;2,3;3,5
Helsinki;SDP;Hyvärinen;Pertti;1,22;3,29;3,55
Helsinki;SDP;Kokko;Sari;1,54;2,77;3,46
Helsinki;SDP;Lehtinen;Ari;1,99;4,47;3,53
Helsinki;SDP;Lindqvist;Jonna;2,3;2,04;3,52
Helsinki;SDP;Malinen;Jouko;1,96;3,26;3,52
Helsinki;SDP;Marttila;Irma;2,54;2,04;3,55
Helsinki;SDP;Osman-Sovala;Zahra;1,78;2,7;3,52
Helsinki;SDP;Peiponen;Irma;2;2,76;3,55
Helsinki;SDP;Warto;Heta;1,45;2,55;3,52
Helsinki;SDP;Aaltonen;Valtteri;2,02;3,23;4,02
Helsinki;SDP;Hildén;Eero;1,98;2,76;4,01
Helsinki;SDP;Hämäläinen-Bister;Riitta;3,02;2,8;3,98
Helsinki;SDP;Ryhänen;Jani;1,55;1,72;4,01
Helsinki;SDP;Jalovaara;Ville;1,71;3,72;3,97
Helsinki;SDP;Köngäs;Otto;1,27;2,29;4,02
Helsinki;SDP;Lipponen;Päivi;2,48;3,01;3,96
Helsinki;SDP;Liskola;Erkki;1,99;4,71;3,99
Helsinki;SDP;Razmyar;Nasima;1,29;2,77;4,03
Helsinki;SDP;Rode;Jussi-Pekka;2,22;2,73;3,98
Helsinki;SDP;Selin;Ann;2,21;2,02;3,95
Helsinki;SDP;Tynkynniemi;Jussi;0,95;2,26;3,95
Helsinki;SDP;Salminen;Minna;0,98;1,73;4,05
Helsinki;SDP;Ahola;Irmeli;1,2;3,02;4,05
Helsinki;SDP;Alaja;Jaana;2,04;3,72;4,02
Helsinki;SDP;Arajärvi;Pentti;1,53;2;4,02
Helsinki;SDP;Gelle;Kadar;1,04;3,52;3,99
Helsinki;SDP;Heinäluoma;Eero;1,8;3,49;4,04
Helsinki;SDP;Järvi;Miia;1,46;1,73;3,97
Helsinki;SDP;Kolanen;Risto;1,29;2,49;4,05
Helsinki;SDP;Kontio;Timo;1,52;2,55;4
Helsinki;SDP;Kopra;Ville;1,72;2,21;4,04
Helsinki;SDP;Kotila;Kari;1,77;2,46;3,96
Helsinki;SDP;Laakkonen;Miriikka;1,71;2,05;4,03
Helsinki;SDP;Laaksovirta;Simo;1,23;3;4
Helsinki;SDP;Laurinen;Tarkko;2,05;2,75;4,04
Helsinki;SDP;Laxén;Marianne;1,55;2,52;3,95
Helsinki;SDP;Mohamed;Pirjo;1,2;2,47;4,02
Helsinki;SDP;Mäenpää;Anna;1,7;2,21;4,04
Helsinki;SDP;Niemi;Matti;1;1,3;3,97
Helsinki;SDP;Wallgren;Thomas;1,23;2,03;3,98
Helsinki;SDP;Uusikivi;Jouni;1,27;2,25;4,04
Helsinki;SDP;Castén;Nina;1,52;3,52;4,45
Helsinki;SDP;Helimäki-Aro;Ritva;1,23;2,05;4,47
Helsinki;SDP;Hätinen;Juha (Jussi);1,8;2,97;4,5
Helsinki;SDP;Kantola;Tarja;1,49;2,25;4,47
Helsinki;SDP;Kinnunen;Jari;1,77;3,23;4,46
Helsinki;SDP;Meretniemi;Jaakko;2,45;2,72;4,47
Helsinki;SDP;Pajamäki;Osku;2,45;2,04;4,49
Helsinki;SDP;Tirronen;Kari;1,05;2,29;4,47
Helsinki;SDP;Utriainen;Simo;1,5;3,24;4,45
Helsinki;SDP;Virkkunen;Heikki;1,29;1,54;4,53
Helsinki;SDP;Välimäki;Heta;1,52;1,78;4,51
Helsinki;SDP;Helovirta;Mauri;0,99;2,53;4,47
Helsinki;SDP;Mäki;Terhi;0,95;1,21;4,48
Helsinki;SDP;Sarje;Kimmo;1,7;2,48;4,49
Helsinki;SDP;Tenkula;Tarja;1,05;2,04;4,47
Helsinki;SDP;Torsti;Pilvi;1,71;2,03;4,49
Helsinki;SDP;Laakkonen;Henna;1,3;2,45;4,98
Helsinki;SDP;Jääskeläinen;Petra;0,99;2,29;4,95
Helsinki;SDP;Sihvola;Tapani;1,02;1,75;5
Helsinki;SDP;Taipale;Kaarin;0,95;2,03;5,01
Helsinki;SDP;Vapaasalo;Samuli;2,05;1,78;5,02
Helsinki;SDP;Virtanen;Inkeri;1,54;2,05;5,04
Helsinki;SDP;Vuorela;Antti;1,28;4,26;5,04
Helsinki;SDP;Bardakci;Carita;2,78;3,71;5
Helsinki;SDP;Harpf;Tiina;1,29;3,29;4,96
Helsinki;SDP;Iso-Lotila;Joona;1,21;2,29;5,03
Helsinki;SDP;Kivistö;Pirjo;0,96;1,24;4,97
Helsinki;SDP;Saksala;Harri;1,2;2,73;5,01
Helsinki;SDP;Toijonen;Karita;0,95;1,55;5,04
Helsinki;SDP;Vepsä;Sinikka;1,2;2,73;5,02
Helsinki;SKP;Rasijärvi;Eero;1,02;3,71;2,54
Helsinki;SKP;Hämäläinen;Juha;1,54;2,75;3,02
Helsinki;SKP;Kauppinen-Saarikko;Merja;1,24;2,79;3,46
Helsinki;SKP;Kangas;Kirsti;1,72;1,7;3,99
Helsinki;SKP;Ketoharju;Heikki;1,5;1,99;4,04
Helsinki;SKP;Korhonen;Anneli;1;2;3,98
Helsinki;SKP;Junka;Teuvo;1,2;1,48;4,47
Helsinki;SKP;Korvela;Marko;1,29;1,78;4,51
Helsinki;SKP;Lappi;Jussi-Petteri;1;2,72;4,51
Helsinki;SKP;Sandberg;Tiina;1,21;1,96;4,55
Helsinki;SKP;Welin;Anja;2,05;2,27;4,53
Helsinki;SKP;Lampela;Seppo (Steen1);1,27;2,97;4,45
Helsinki;SKP;Mononen-Matias;Meri;2,02;2,76;4,45
Helsinki;SKP;Julin;Seppo;1,3;3,02;4,46
Helsinki;SKP;Wallenius;Anni;1,22;1,99;4,47
Helsinki;SKP;Auer;Irene;0,98;1,7;4,96
Helsinki;SKP;Dworeck;Helena;0,96;2,71;4,98
Helsinki;SKP;Haavisto;Kaija;1,04;1,22;5
Helsinki;SKP;Hakanen;Yrjö;1,24;1,77;5,03
Helsinki;SKP;Hernberg;Kalle;1,27;1,49;4,97
Helsinki;SKP;Järvenpää;Elina;1,04;1,3;5,04
Helsinki;SKP;Karineva;Hannu;0,96;3,05;4,97
Helsinki;SKP;Koivisto;Toivo;1,52;2,7;4,96
Helsinki;SKP;Korhonen;Mikko;1,04;2,53;4,96
Helsinki;SKP;Kotilainen;Tytti;0,95;2,54;5,02
Helsinki;SKP;Lappela;Hilkka;1,3;2,04;5,03
Helsinki;SKP;Mithiku;Jonas;1,01;2,8;4,95
Helsinki;SKP;Partanen;Leo;0,98;2,02;4,96
Helsinki;SKP;Putkonen;Arja;0,96;0,95;4,97
Helsinki;SKP;Ryömä;Robert;0,97;1,7;5,01
Helsinki;SKP;Salava;Hannele;0,99;1,25;4,95
Helsinki;SKP;Tuomi;Emmi;1,3;1,73;4,96
Helsinki;SKP;Tölkkö;Anna-Mili;1,52;1,76;4,99
Helsinki;SKP;Väisänen;Juha-Pekka;1;0,98;4,96
Helsinki;SKP;Koivunen;Anita;1,52;2,8;5,03
Helsinki;SKP;Saloheimo;Mari;1,02;0,95;5,01
Helsinki;SKP;Alhojärvi;Lauri;1,23;0,97;5
Helsinki;SKP;Blom;Atte;1,45;1,55;5,04
Helsinki;SKP;Kola;Pauli;1,26;3,25;5,03
Helsinki;SKP;Lumio;Maarit;1,23;2,03;4,96
Helsinki;SKP;Poikolainen;Pertti;1,2;3,27;5
Helsinki;SKP;Salin;Olli;0,95;1,8;4,99
Helsinki;SKP;Takkinen;Heikki;1,03;2,02;5,01
Helsinki;STP;Paakkolanvaara;Liisa;1,79;3,48;3,97
Helsinki;STP;Valo;Britt-Marie;1,71;3,55;3,98
Helsinki;STP;Katajaranta;Reijo;1,5;2,78;4,51
Helsinki;STP;Koivistoinen;Timo;0,98;2,22;4,99
Helsinki;STP;Laitinen;Matti;0,96;2,01;5,03
Helsinki;STP;Männikkö;Heikki;1,23;3,21;5,03
Helsinki;STP;Saksa;Jani;1,29;2,25;5,04
Helsinki;STP;Tiainen;Pekka;2,79;2,95;4,99
Helsinki;STP;Valo;Juhani;1,76;3,74;4,99
Helsinki;VAS;Pulkkinen;Joonas;1,54;1,55;1,97
Helsinki;VAS;Riima;Raimo;1,54;2,26;2,03
Helsinki;VAS;Kivistö;Jali;1,48;3,05;2,47
Helsinki;VAS;Koikkalainen;Mikko;1,49;2,76;2,47
Helsinki;VAS;Omar;Bahaaldin;1,53;1,51;2,97
Helsinki;VAS;Mountassir;Abdallah;1,02;3,51;3,02
Helsinki;VAS;Savolainen;Tarja;1,74;3,03;3,04
Helsinki;VAS;Haaja;Ilpo;0,98;3,01;2,97
Helsinki;VAS;Aimonaho;Pekka;1,29;3,2;3,01
Helsinki;VAS;Kellokangas;Tenho;1,26;3,3;2,99
Helsinki;VAS;Konttila;Jouni;1,24;3,21;3,05
Helsinki;VAS;Vürmer;Randy;1,95;4,26;3
Helsinki;VAS;Kaasinen;Juha;1,76;2,98;3,48
Helsinki;VAS;Ruusunen;Sanna;1,74;2,71;3,46
Helsinki;VAS;Saarnio;Pekka;1,48;2,72;3,45
Helsinki;VAS;Salmenjoki;Sini;0,98;1,02;3,54
Helsinki;VAS;Karisaari;Reijo;1,3;1,98;3,55
Helsinki;VAS;Leoni;Juha;1,77;2,27;3,48
Helsinki;VAS;Siltala;Marianna;1,52;2,04;3,51
Helsinki;VAS;Mustafa;Binar;1,05;1,53;3,96
Helsinki;VAS;Lyytikäinen;Ville;2,74;3,2;3,99
Helsinki;VAS;Paulig;Outi;0,95;1,2;4,01
Helsinki;VAS;Porkola;Pilvi;1;1,7;4
Helsinki;VAS;Saari;Juhani;1,51;2,23;4,05
Helsinki;VAS;Jäntti;Risto;1,98;2,27;3,95
Helsinki;VAS;Laine;Reiska;1,53;2,23;4,04
Helsinki;VAS;Puhakka;Sirpa;1,25;1,23;4,01
Helsinki;VAS;Welling;Viktoria;1,7;3,3;4,02
Helsinki;VAS;Jensen;Jörgen;2,23;3,23;3,97
Helsinki;VAS;Karppinen;Iiris;0,97;1,78;4,03
Helsinki;VAS;Lindbäck;Christina;2,24;2,79;4,04
Helsinki;VAS;Lumijärvi;Marjut;1,5;2,22;3,95
Helsinki;VAS;Said Ahmed;Suldaan;2,54;3,2;4,01
Helsinki;VAS;Suksi;Jyri;3,3;2,98;4,04
Helsinki;VAS;Ahola;Riku;1,48;2,21;4,55
Helsinki;VAS;Al-Robei;Ibrahim;2,51;3,55;4,55
Helsinki;VAS;Apukka;Annina;2,03;2,01;4,49
Helsinki;VAS;Koponen;Hannu;1,53;2,25;4,49
Helsinki;VAS;Korpinurmi;Riikka;1,28;1,52;4,45
Helsinki;VAS;Leppänen;Joonas;1;1,55;4,49
Helsinki;VAS;Lindman;Juho;1,25;2,45;4,46
Helsinki;VAS;Lumberg;Kiba;1,95;2,45;4,55
Helsinki;VAS;Nikkola;Marja;1,01;1,3;4,55
Helsinki;VAS;Vesikansa;Kaisu;1,01;1,3;4,52
Helsinki;VAS;Jokinen;Orvokki;1,23;4,3;4,5
Helsinki;VAS;Kurko;Antti;1,03;1,2;4,48
Helsinki;VAS;Loukoila;Eija;1,02;2,45;4,53
Helsinki;VAS;Mithiku;Hanna;1,02;1,71;4,48
Helsinki;VAS;Muttilainen;Sami (Frank);1,48;2,47;4,53
Helsinki;VAS;Pihlaja;Kirsi;1,23;1,73;4,5
Helsinki;VAS;Risberg;Pasi;1,73;1,55;4,47
Helsinki;VAS;Vilppolahti;Mika;1,76;1,99;4,53
Helsinki;VAS;Roos;J.P.;1,3;1,72;4,55
Helsinki;VAS;Hildén;Jari;1,26;1,49;4,55
Helsinki;VAS;Kari;Ville;1,48;2,48;4,47
Helsinki;VAS;Taskinen;Anne (Heinäsirkka);2,25;2,45;4,47
Helsinki;VAS;Arajärvi;Mirja;1,03;1,79;4,98
Helsinki;VAS;Haglund;Mia;1,02;1,47;5,05
Helsinki;VAS;Halonen;Aino;0,99;1,54;4,97
Helsinki;VAS;Honkasalo;Veronika;1,02;1,01;4,95
Helsinki;VAS;Ilanko;Mikko;1,8;2,04;5
Helsinki;VAS;Jaakkola;Henrik;1,05;0,96;4,99
Helsinki;VAS;Jokio;Mikko;1,77;1,51;5,01
Helsinki;VAS;Kajanoja;Jouko;1;1,78;4,97
Helsinki;VAS;Kantokorpi;Otso;0,96;1,77;5,03
Helsinki;VAS;Lainà;Patrizio;1,05;1,75;5,01
Helsinki;VAS;Leponiemi;Lauri;1,8;3,55;5,04
Helsinki;VAS;Lindroos;Thor;1,03;3,29;4,95
Helsinki;VAS;Merikanto;Miikka;1,25;2,29;5,05
Helsinki;VAS;Modig;Silvia;1,54;2,05;5,03
Helsinki;VAS;Mollberg;Justus;0,95;1,26;5,04
Helsinki;VAS;Mänttäri-Buttler;Alina;1,27;2,01;4,98
Helsinki;VAS;Pietiäinen;Petteri;1,21;1,47;4,99
Helsinki;VAS;Pikkumäki;Annina;0,97;2,21;4,95
Helsinki;VAS;Poikela;Jani;1,3;1,28;5
Helsinki;VAS;Reuter;Martina;1,28;1,45;4,96
Helsinki;VAS;Vihervä;Lauri;1,05;2,24;5,05
Helsinki;VAS;Vuorjoki;Anna;1,05;1,77;5,04
Helsinki;VAS;Walamies;Tomi;0,96;0,95;5,04
Helsinki;VAS;Etholén;Saku;0,98;1,76;5,05
Helsinki;VAS;Järvinen;Jami;1,47;1,27;5,01
Helsinki;VAS;Kajos;Miina;1,04;0,98;5,01
Helsinki;VAS;Kallio;Timo;1,03;1,03;4,99
Helsinki;VAS;Koivulaakso;Dan;1,03;0,97;5,05
Helsinki;VAS;Korkkula;Vesa;1,04;1,05;5,02
Helsinki;VAS;Kostiainen;Aura;1,04;1,72;4,99
Helsinki;VAS;Käyhkö;Ulla;0,95;1,8;4,99
Helsinki;VAS;Levä;Ilkka;1,03;1,01;4,97
Helsinki;VAS;Lintunen;Tiina;0,98;2,03;5,04
Helsinki;VAS;Loikkanen;Silva;0,99;1;5,01
Helsinki;VAS;Nyholm;Henrik;0,98;2,22;5,01
Helsinki;VAS;Pyykkönen;Milla;1,02;1,2;4,96
Helsinki;VAS;Pöri;Mikko;1,24;0,97;5,01
Helsinki;VAS;Riihimäki;Olli;1,2;2,3;4,95
Helsinki;VAS;Salonen;Saija;1;1,52;5,03
Helsinki;VAS;Simonen;Riina;1,03;1,55;4,98
Helsinki;VAS;Suoranta;Anu;1;2,01;4,99
Helsinki;VAS;Vainikainen;Elina;0,97;1,26;4,98
Helsinki;VAS;Arhinmäki;Paavo;1,01;1,79;5
Helsinki;VAS;Elonen;Johanna;1,05;2,22;5
Helsinki;VAS;Huttunen;Miska;1,46;2,45;4,98
Helsinki;VAS;Jauhanen;Eero;0,99;2,02;5,04
Helsinki;VAS;Laak;Noora;1,46;1,46;4,96
Helsinki;VAS;Liukkonen;Jukka;0,95;1,48;5,01
Helsinki;VAS;Malin;Petra;1,28;1,8;5,01
Helsinki;VAS;Paakkinen;Seppo;2,21;1,75;5
Helsinki;VAS;Pietiläinen;Jukka;0,95;1,71;4,99
Helsinki;VAS;Savolainen;Iivari;1,21;2,71;4,96
Helsinki;VAS;Uski;Kristina;1;2,51;5,05
Helsinki;VAS;Woitsch;Erwin;1,27;1,2;5,02
Helsinki;VIHR;Isak;Abdulkadir;0,97;2,5;2,98
Helsinki;VIHR;Jonninen;Jukka;4,04;2,55;2,97
Helsinki;VIHR;Kalioujnov-Salminen;Ilia;2;2,74;3,01
Helsinki;VIHR;Pyhtilä;Matti;2,27;2,54;2,95
Helsinki;VIHR;Valkama;Elina;1,55;1,53;3,05
Helsinki;VIHR;Ståhlberg;Pauliina;3,21;3,27;3,47
Helsinki;VIHR;Kuikka;Meeri;1,78;2,26;3,47
Helsinki;VIHR;Andersson;Annika;2,95;2,97;3,99
Helsinki;VIHR;Krohn;Minerva;2,29;2,78;4,01
Helsinki;VIHR;Laitinen;Toivo;1,47;1,45;4,04
Helsinki;VIHR;Moilanen;Marlon;2,75;1,7;4
Helsinki;VIHR;Moliis;Jani;3,04;2,2;3,96
Helsinki;VIHR;Raittila;Simo;3,97;1,3;4,01
Helsinki;VIHR;Skoglund;Riitta;1,96;2,3;3,98
Helsinki;VIHR;Soramäki-Karlsson;Sylvi;2,47;2,03;4
Helsinki;VIHR;Tamminen;Lilja;3,04;2,79;3,97
Helsinki;VIHR;Tulenheimo;Martti;1,8;1,72;3,96
Helsinki;VIHR;Venetvaara;Inka;1,27;1,95;3,98
Helsinki;VIHR;Väkiparta;Satu;4;2,98;3,97
Helsinki;VIHR;Waroma;Pauli;2,47;2,5;4,05
Helsinki;VIHR;Abdulla;Zahra;1,02;1,72;4,5
Helsinki;VIHR;Alanko;Sonja;2,53;2,47;4,52
Helsinki;VIHR;Hamid;Jasmin;2,97;2,22;4,51
Helsinki;VIHR;Helistö;Kimmo;1,73;2,03;4,5
Helsinki;VIHR;Huusko;Marjo (Mari);2,96;2,28;4,47
Helsinki;VIHR;Häkkinen;Aaro;2,04;1,71;4,55
Helsinki;VIHR;Ikävalko;Suzan;2,76;2,52;4,53
Helsinki;VIHR;Ingervo;Sirkku;1,78;2,22;4,49
Helsinki;VIHR;Juntunen;Harri;3,76;1,8;4,49
Helsinki;VIHR;Juva;Katriina (Kati);1,52;1,47;4,5
Helsinki;VIHR;Karhu;Jessica;2,04;2,46;4,52
Helsinki;VIHR;Kivekäs;Otso;1,95;1,22;4,52
Helsinki;VIHR;Korolainen-Virkajärvi;Katri;1,25;1,22;4,48
Helsinki;VIHR;Könkkölä;Kalle;2,04;1,95;4,51
Helsinki;VIHR;Laitiainen;Tarja;2,77;2,03;4,53
Helsinki;VIHR;Louekari;Turkka;1,45;1,71;4,53
Helsinki;VIHR;Näre;Sari;1,23;1,96;4,46
Helsinki;VIHR;Oskala;Hannu;2,24;1,54;4,51
Helsinki;VIHR;Paalimäki;Tuula;1,2;1,46;4,54
Helsinki;VIHR;Rantanen;Auli;2,71;3,24;4,49
Helsinki;VIHR;Saarinen;Vesa;2,54;1,98;4,53
Helsinki;VIHR;Sjöberg-Tuominen;Lena;2,26;2,22;4,49
Helsinki;VIHR;Särelä;Mikko;3,2;1,8;4,53
Helsinki;VIHR;Telaranta;Pirkko;2,23;3,73;4,51
Helsinki;VIHR;Tuominen;Hannu;1,96;2,45;4,54
Helsinki;VIHR;Tuure;Tuomas;2,72;1,78;4,54
Helsinki;VIHR;Virri;Vesa;2,3;1,96;4,55
Helsinki;VIHR;Värtö;Mikko;2,71;3,45;4,52
Helsinki;VIHR;Warinowski;Tino;1,99;2,27;4,5
Helsinki;VIHR;Aaltokoski;Alpo;1,72;2,25;5,01
Helsinki;VIHR;Alametsä;Alviina;1,28;1,98;5,03
Helsinki;VIHR;Alanko-Kahiluoto;Outi;1,05;1,77;5,01
Helsinki;VIHR;Aromaa;Eekku;0,96;1,2;5
Helsinki;VIHR;Brunberg;Nina;2,04;2,74;4,98
Helsinki;VIHR;Castrén;Verna;2,48;2,28;5,01
Helsinki;VIHR;Gorschkow-Salonranta;Elena;2,3;2,05;4,97
Helsinki;VIHR;Halme;Sami;2,49;2,23;5,02
Helsinki;VIHR;Hannula;Markku;1,29;1,71;5,05
Helsinki;VIHR;Hartikainen;Ernesto;2,01;2,22;5,02
Helsinki;VIHR;Hartonen;Sari;2,21;2,26;5
Helsinki;VIHR;Hautala;Heidi;1,72;1,78;5,02
Helsinki;VIHR;Holopainen;Mari;2,27;1,23;5,05
Helsinki;VIHR;Häkkinen;Piia;2,25;2,3;5,01
Helsinki;VIHR;Kankaanpää;Viljami;1,3;1,47;5,05
Helsinki;VIHR;Kari;Emma;0,98;1,54;4,98
Helsinki;VIHR;Kemppinen;Teea;2,27;1,22;5
Helsinki;VIHR;Klemetti;Veli-Heikki;1,02;2,23;4,97
Helsinki;VIHR;Koppanen;Anna;1,45;1,47;5,04
Helsinki;VIHR;Korhonen;Salla;0,96;1,7;4,95
Helsinki;VIHR;Kousa;Tuuli;2,2;2,2;5,01
Helsinki;VIHR;Kuikka;Essi;3,46;3,04;5,04
Helsinki;VIHR;Kähkönen;Merja;1,54;1,75;4,95
Helsinki;VIHR;Kälviä;Kari;1,45;3,76;4,96
Helsinki;VIHR;Laine;Anna;2,21;2,02;5,04
Helsinki;VIHR;Lehtinen;Pauliina;1,79;1,96;4,98
Helsinki;VIHR;Lehtipuu;Otto;3,54;2,48;4,99
Helsinki;VIHR;Lyytinen;Joonas;2;2,03;4,99
Helsinki;VIHR;Länsipuro;Janne;1,2;2,05;5,02
Helsinki;VIHR;Malm;Anja;2,47;1,78;5,01
Helsinki;VIHR;Moisio;Elina;2;1,74;4,96
Helsinki;VIHR;Moring;Kirsikka;1,3;1,54;4,95
Helsinki;VIHR;Muhammed;Husein;2,03;1,8;4,95
Helsinki;VIHR;Muhonen;Sallamaari;2,25;2,01;5,01
Helsinki;VIHR;Mäntylä;Laura;1;1,75;4,96
Helsinki;VIHR;Möller;Antti;2,55;1,98;5,01
Helsinki;VIHR;Nikulainen;Erkki (Eki);2,04;2,01;4,99
Helsinki;VIHR;Nordin;Maria;1,21;2,45;5,05
Helsinki;VIHR;Nordman;Bernt;2,74;1,76;5,04
Helsinki;VIHR;Nordström;Laura;1,3;1,46;5
Helsinki;VIHR;Nummelin;Pilvi;1,48;1,74;5,02
Helsinki;VIHR;Nuorteva;Johanna;1,03;1,02;4,95
Helsinki;VIHR;Ohisalo;Maria;1,05;0,99;5
Helsinki;VIHR;Olin;Venla;1,3;1,97;4,97
Helsinki;VIHR;Ovaskainen;Meri;2,02;1,99;4,99
Helsinki;VIHR;Palaste-Eerola;Tuula;2,29;1,95;4,96
Helsinki;VIHR;Peipinen;Vesa;0,98;0,97;5,04
Helsinki;VIHR;Perälä;Erkki;1,3;1,48;4,95
Helsinki;VIHR;Puoskari;Mari;1,75;1,8;5
Helsinki;VIHR;Pyhälahti;Timo;1,95;1,3;5,04
Helsinki;VIHR;Rantanen;Tuomas;1,01;1,79;4,99
Helsinki;VIHR;Rantasalo;Leena;1,52;1,97;5
Helsinki;VIHR;Riittinen;Leena;1,8;2,2;5
Helsinki;VIHR;Rosenholm;Marko;1,03;0,96;5,04
Helsinki;VIHR;Sahlberg;Pörrö;2,78;1,95;5
Helsinki;VIHR;Sauli;Hanna;0,96;1,27;5,04
Helsinki;VIHR;Sinnemäki;Anni;1,25;1,52;5,01
Helsinki;VIHR;Soininvaara;Osmo;2,99;1,77;5,05
Helsinki;VIHR;Strahlendorff;Mikko;2,74;2,47;4,98
Helsinki;VIHR;Stranius;Leo;1,01;1,21;4,97
Helsinki;VIHR;Ståhlberg;Taija;1,71;2,28;5,05
Helsinki;VIHR;Sumuvuori;Johanna;0,98;1,51;5
Helsinki;VIHR;Turkia;Tiina;1,48;1,76;4,97
Helsinki;VIHR;Ugas;Outi;2,74;1,28;5,05
Helsinki;VIHR;Uusikangas;Silja;2,01;1,74;4,98
Helsinki;VIHR;Vesikansa;Sanna;2,45;1,74;4,97
Helsinki;VIHR;Virkkunen;Julia;1,46;1,54;4,96
Helsinki;VIHR;Vuorelma;Maria;1,72;1,53;4,97
Helsinki;VIHR;Wahlström;Riitta;1,48;2,21;4,96
Helsinki;VIHR;Wennström;Nina;1,28;3,25;5,02
Helsinki;VIHR;Wilska;Kimmo;2,28;2,05;5
Helsinki;VIHR;Åberg;Veijo;2,01;2,05;5
Helsinki;VIHR;From;Martti;2,2;4,21;4,96
Helsinki;VIHR;Ylikahri;Ville;3,22;1,97;5
Helsinki;VIHR;Sallinen;Mervi;2,25;2,24;5,04
Helsinki;VIHR;Relander;Jukka;1,77;1,25;5,03
Hyvinkää;KD;Sotaniemi;Timo;2,8;4,05;2,95
Hyvinkää;KD;Rajala;Inga-Lill;2,02;3,51;3,5
Hyvinkää;KD;Virtanen;Erkko;1,47;4,29;4
Hyvinkää;KD;Hyväkkä;Riitta;2,52;3,26;4,55
Hyvinkää;KD;Lindell;Jouni;2,48;4,28;4,53
Hyvinkää;KD;sivonen;kari;2,29;4,45;4,54
Hyvinkää;KD;Nykänen;Kimmo;2,02;3,74;4,98
Hyvinkää;KESK;Rantanen;Jarmo;2,48;3,21;2,52
Hyvinkää;KESK;Naskali;Nina;3,49;3,5;3,02
Hyvinkää;KESK;Salmi;Joonas;2,51;2,46;3,04
Hyvinkää;KESK;Salokoski;Niko;2,05;3,7;2,98
Hyvinkää;KESK;Haapamäki;Jaakko;2,22;3,71;3,55
Hyvinkää;KESK;Laakso;Ari-Pekka;3,04;3,24;3,46
Hyvinkää;KESK;Laine;Eevertti;2,7;3,98;3,51
Hyvinkää;KESK;Ojala;Pirkko;3,23;3,78;3,52
Hyvinkää;KESK;Vuokko;Kaija;2,27;3,7;3,55
Hyvinkää;KESK;Laine;Marja-Leena;1,76;3,47;4
Hyvinkää;KESK;Raita;Paula;2,73;3,05;3,97
Hyvinkää;KESK;Skyttä;Juhani;2,51;3,05;4,02
Hyvinkää;KESK;Tilus;Jussi;2,45;3,95;3,98
Hyvinkää;KESK;Vallinkivi;Anne-Maria;2,21;3,96;3,98
Hyvinkää;KESK;Vilja;Marja;2,48;3,49;3,97
Hyvinkää;KESK;Pekkarinen;Anne-Mari;1,99;3,96;4,51
Hyvinkää;KESK;Löytty;Aino;3,48;3,78;4,98
Hyvinkää;KOK;Martikainen;Kimmo;4,8;4,23;1,5
Hyvinkää;KOK;Kivelä;Teemu;4,74;2,99;1,95
Hyvinkää;KOK;Pyykönen;Katri;4,21;4,21;1,95
Hyvinkää;KOK;Vallinkoski;Maarit;3,78;4,3;1,98
Hyvinkää;KOK;Söderlund;Markus;3,5;2,78;2,51
Hyvinkää;KOK;Komulainen;Riikka;4,71;4,72;2,47
Hyvinkää;KOK;Peltonen;Aarre;3,55;3,99;2,53
Hyvinkää;KOK;Aspholm;Suvi;4,02;2,46;3,03
Hyvinkää;KOK;Harju;Osmo;2,98;3,49;2,97
Hyvinkää;KOK;Hautamäki;Mauri;3,48;4,01;2,95
Hyvinkää;KOK;Kallinen;Vesa;2,27;4,03;3,02
Hyvinkää;KOK;Keränen;Risto;3,47;3,2;3,03
Hyvinkää;KOK;Ketonen;Tarja;2,71;4,7;3,01
Hyvinkää;KOK;Latostenmaa;Arto;3,23;3,77;2,99
Hyvinkää;KOK;Niiranen;Lauri;2,76;2,77;3,05
Hyvinkää;KOK;Rantalainen;Antti;5,04;4,78;3
Hyvinkää;KOK;Tapola;Veikko;3,23;3,96;3,03
Hyvinkää;KOK;Kalliomaa;Juho;3,73;3,54;3,51
Hyvinkää;KOK;Karhunen;Tuula;2,55;2,7;3,49
Hyvinkää;KOK;Kesälä;Jani;3,74;2,51;3,47
Hyvinkää;KOK;Mäkelä;Ari;3,51;4,71;3,52
